pipeline,clique_preferred_id,clique_preferred_label,clique_biolink_type,change_kind,added_kind,added_id,added_id_label,added_id_biolink_type,would_be_added,needs_biolink_registration,biolink_registration_note,equivalent_ids
disease,HP:0005227,Adenomatous colonic polyposis,biolink:PhenotypicFeature,expanded,preexisting,GARD:6408,Familial multiple polyposis syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:PhenotypicFeature — register in the Biolink Model before Babel can emit this identifier,HP:0005227|NCIT:C3339|NCIT:C4135|NCIT:C6728|NCIT:C6729|UMLS:C0017097|UMLS:C0032580|UMLS:C0334294|UMLS:C1868071|UMLS:C2673218|UMLS:C2673224|UMLS:C2674616|UMLS:C2713442|UMLS:C2713443|MEDDRA:10017727|MEDDRA:10036135|MEDDRA:10056981|MEDDRA:10057848|MEDDRA:10059327|SNOMEDCT:423471004|SNOMEDCT:60876000|SNOMEDCT:6379007|SNOMEDCT:70921007|SNOMEDCT:715866009|SNOMEDCT:72900001|MESH:C538265|MESH:D005736|MESH:D011125|DOID:0050424|GARD:6408|ICD10:D13.91|MIM:PS175100|OMIM:175100|ORDO:733|SNOMEDCT_US_2025_09_01:72900001
disease,MONDO:0000030,familial sleep-related hypermotor epilepsy,biolink:Disease,expanded,preexisting,GARD:11918,Autosomal dominant nocturnal frontal lobe epilepsy,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000030|DOID:0060681|OMIM.PS:600513|orphanet:98784|UMLS:C3696898|UMLS:C5577629|MESH:C579932|MEDDRA:10086468|SNOMEDCT:1332160004|SNOMEDCT:698021005|MEDGEN:1865268|GARD:11918|MIM:PS600513|ORDO:98784|http://id.who.int/icd/entity/1004734747
disease,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:Disease,expanded,preexisting,GARD:10771,Hypogonadism with anosmia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000050|DOID:0060870|DOID:0060872|DOID:0060873|DOID:0060874|DOID:0060875|DOID:0090070|DOID:0090071|DOID:0090072|DOID:0090073|DOID:0090074|DOID:0090075|DOID:0090076|DOID:0090077|DOID:0090078|DOID:0090079|DOID:0090080|DOID:0090081|DOID:0090082|DOID:0090083|DOID:0090084|DOID:0090085|DOID:0090086|DOID:0090087|DOID:0090089|DOID:0090090|DOID:0090092|DOID:0090093|DOID:0090094|DOID:3614|DOID:5003|DOID:9406|DOID:9410|DOID:9476|OMIM.PS:262400|orphanet:631|UMLS:C0013338|UMLS:C0020635|UMLS:C0162809|UMLS:C0238117|UMLS:C0242342|UMLS:C0242343|UMLS:C0392591|UMLS:C5679572|MESH:C562704|MESH:C580003|MESH:D004393|MESH:D005058|MESH:D007018|MESH:D017436|MEDDRA:10021066|MEDDRA:10021067|MEDDRA:10022466|MEDDRA:10023276|MEDDRA:10033662|MEDDRA:10035083|MEDDRA:10035093|MEDDRA:10036297|MEDDRA:10040537|MEDDRA:10053142|MEDDRA:10053145|MEDDRA:10064781|NCIT:C110940|NCIT:C34555|NCIT:C35300|NCIT:C62591|NCIT:C75479|SNOMEDCT:237684005|SNOMEDCT:367460001|SNOMEDCT:7530009|MEDGEN:1843308|ICD10:E23.0|ICD9:253.2|ICD9:253.3|HP:0000839|GARD:10771|GARD:12556|GARD:2917|GARD:3921|GARD:7630|MIM:146110|MIM:147950|MIM:173100|MIM:244200|MIM:262400|MIM:307200|MIM:308700|MIM:610628|MIM:612370|MIM:612702|MIM:612781|MIM:614837|MIM:614838|MIM:614839|MIM:614840|MIM:614841|MIM:614842|MIM:614858|MIM:614880|MIM:614897|MIM:615266|MIM:615267|MIM:615269|MIM:615270|MIM:615271|MIM:616030|MIM:618157|MIM:PS147950|MIM:PS613038|ORDO:231662|ORDO:231671|ORDO:231679|ORDO:231692|ORDO:432|ORDO:478|ORDO:631|ORDO:90695|ORDO:95494|SNOMEDCT_US_2025_09_01:15045007|SNOMEDCT_US_2025_09_01:154700009|SNOMEDCT_US_2025_09_01:190559001|SNOMEDCT_US_2025_09_01:270485009|SNOMEDCT_US_2025_09_01:74728003|http://id.who.int/icd/entity/936501166
disease,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:Disease,expanded,preexisting,GARD:12556,Isolated congenital growth hormone deficiency,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000050|DOID:0060870|DOID:0060872|DOID:0060873|DOID:0060874|DOID:0060875|DOID:0090070|DOID:0090071|DOID:0090072|DOID:0090073|DOID:0090074|DOID:0090075|DOID:0090076|DOID:0090077|DOID:0090078|DOID:0090079|DOID:0090080|DOID:0090081|DOID:0090082|DOID:0090083|DOID:0090084|DOID:0090085|DOID:0090086|DOID:0090087|DOID:0090089|DOID:0090090|DOID:0090092|DOID:0090093|DOID:0090094|DOID:3614|DOID:5003|DOID:9406|DOID:9410|DOID:9476|OMIM.PS:262400|orphanet:631|UMLS:C0013338|UMLS:C0020635|UMLS:C0162809|UMLS:C0238117|UMLS:C0242342|UMLS:C0242343|UMLS:C0392591|UMLS:C5679572|MESH:C562704|MESH:C580003|MESH:D004393|MESH:D005058|MESH:D007018|MESH:D017436|MEDDRA:10021066|MEDDRA:10021067|MEDDRA:10022466|MEDDRA:10023276|MEDDRA:10033662|MEDDRA:10035083|MEDDRA:10035093|MEDDRA:10036297|MEDDRA:10040537|MEDDRA:10053142|MEDDRA:10053145|MEDDRA:10064781|NCIT:C110940|NCIT:C34555|NCIT:C35300|NCIT:C62591|NCIT:C75479|SNOMEDCT:237684005|SNOMEDCT:367460001|SNOMEDCT:7530009|MEDGEN:1843308|ICD10:E23.0|ICD9:253.2|ICD9:253.3|HP:0000839|GARD:10771|GARD:12556|GARD:2917|GARD:3921|GARD:7630|MIM:146110|MIM:147950|MIM:173100|MIM:244200|MIM:262400|MIM:307200|MIM:308700|MIM:610628|MIM:612370|MIM:612702|MIM:612781|MIM:614837|MIM:614838|MIM:614839|MIM:614840|MIM:614841|MIM:614842|MIM:614858|MIM:614880|MIM:614897|MIM:615266|MIM:615267|MIM:615269|MIM:615270|MIM:615271|MIM:616030|MIM:618157|MIM:PS147950|MIM:PS613038|ORDO:231662|ORDO:231671|ORDO:231679|ORDO:231692|ORDO:432|ORDO:478|ORDO:631|ORDO:90695|ORDO:95494|SNOMEDCT_US_2025_09_01:15045007|SNOMEDCT_US_2025_09_01:154700009|SNOMEDCT_US_2025_09_01:190559001|SNOMEDCT_US_2025_09_01:270485009|SNOMEDCT_US_2025_09_01:74728003|http://id.who.int/icd/entity/936501166
disease,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:Disease,expanded,preexisting,GARD:3921,X-linked agammaglobulinemia with growth hormone deficiency,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000050|DOID:0060870|DOID:0060872|DOID:0060873|DOID:0060874|DOID:0060875|DOID:0090070|DOID:0090071|DOID:0090072|DOID:0090073|DOID:0090074|DOID:0090075|DOID:0090076|DOID:0090077|DOID:0090078|DOID:0090079|DOID:0090080|DOID:0090081|DOID:0090082|DOID:0090083|DOID:0090084|DOID:0090085|DOID:0090086|DOID:0090087|DOID:0090089|DOID:0090090|DOID:0090092|DOID:0090093|DOID:0090094|DOID:3614|DOID:5003|DOID:9406|DOID:9410|DOID:9476|OMIM.PS:262400|orphanet:631|UMLS:C0013338|UMLS:C0020635|UMLS:C0162809|UMLS:C0238117|UMLS:C0242342|UMLS:C0242343|UMLS:C0392591|UMLS:C5679572|MESH:C562704|MESH:C580003|MESH:D004393|MESH:D005058|MESH:D007018|MESH:D017436|MEDDRA:10021066|MEDDRA:10021067|MEDDRA:10022466|MEDDRA:10023276|MEDDRA:10033662|MEDDRA:10035083|MEDDRA:10035093|MEDDRA:10036297|MEDDRA:10040537|MEDDRA:10053142|MEDDRA:10053145|MEDDRA:10064781|NCIT:C110940|NCIT:C34555|NCIT:C35300|NCIT:C62591|NCIT:C75479|SNOMEDCT:237684005|SNOMEDCT:367460001|SNOMEDCT:7530009|MEDGEN:1843308|ICD10:E23.0|ICD9:253.2|ICD9:253.3|HP:0000839|GARD:10771|GARD:12556|GARD:2917|GARD:3921|GARD:7630|MIM:146110|MIM:147950|MIM:173100|MIM:244200|MIM:262400|MIM:307200|MIM:308700|MIM:610628|MIM:612370|MIM:612702|MIM:612781|MIM:614837|MIM:614838|MIM:614839|MIM:614840|MIM:614841|MIM:614842|MIM:614858|MIM:614880|MIM:614897|MIM:615266|MIM:615267|MIM:615269|MIM:615270|MIM:615271|MIM:616030|MIM:618157|MIM:PS147950|MIM:PS613038|ORDO:231662|ORDO:231671|ORDO:231679|ORDO:231692|ORDO:432|ORDO:478|ORDO:631|ORDO:90695|ORDO:95494|SNOMEDCT_US_2025_09_01:15045007|SNOMEDCT_US_2025_09_01:154700009|SNOMEDCT_US_2025_09_01:190559001|SNOMEDCT_US_2025_09_01:270485009|SNOMEDCT_US_2025_09_01:74728003|http://id.who.int/icd/entity/936501166
disease,MONDO:0000050,isolated congenital growth hormone deficiency,biolink:Disease,expanded,preexisting,GARD:7630,Sheehan syndrome,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000050|DOID:0060870|DOID:0060872|DOID:0060873|DOID:0060874|DOID:0060875|DOID:0090070|DOID:0090071|DOID:0090072|DOID:0090073|DOID:0090074|DOID:0090075|DOID:0090076|DOID:0090077|DOID:0090078|DOID:0090079|DOID:0090080|DOID:0090081|DOID:0090082|DOID:0090083|DOID:0090084|DOID:0090085|DOID:0090086|DOID:0090087|DOID:0090089|DOID:0090090|DOID:0090092|DOID:0090093|DOID:0090094|DOID:3614|DOID:5003|DOID:9406|DOID:9410|DOID:9476|OMIM.PS:262400|orphanet:631|UMLS:C0013338|UMLS:C0020635|UMLS:C0162809|UMLS:C0238117|UMLS:C0242342|UMLS:C0242343|UMLS:C0392591|UMLS:C5679572|MESH:C562704|MESH:C580003|MESH:D004393|MESH:D005058|MESH:D007018|MESH:D017436|MEDDRA:10021066|MEDDRA:10021067|MEDDRA:10022466|MEDDRA:10023276|MEDDRA:10033662|MEDDRA:10035083|MEDDRA:10035093|MEDDRA:10036297|MEDDRA:10040537|MEDDRA:10053142|MEDDRA:10053145|MEDDRA:10064781|NCIT:C110940|NCIT:C34555|NCIT:C35300|NCIT:C62591|NCIT:C75479|SNOMEDCT:237684005|SNOMEDCT:367460001|SNOMEDCT:7530009|MEDGEN:1843308|ICD10:E23.0|ICD9:253.2|ICD9:253.3|HP:0000839|GARD:10771|GARD:12556|GARD:2917|GARD:3921|GARD:7630|MIM:146110|MIM:147950|MIM:173100|MIM:244200|MIM:262400|MIM:307200|MIM:308700|MIM:610628|MIM:612370|MIM:612702|MIM:612781|MIM:614837|MIM:614838|MIM:614839|MIM:614840|MIM:614841|MIM:614842|MIM:614858|MIM:614880|MIM:614897|MIM:615266|MIM:615267|MIM:615269|MIM:615270|MIM:615271|MIM:616030|MIM:618157|MIM:PS147950|MIM:PS613038|ORDO:231662|ORDO:231671|ORDO:231679|ORDO:231692|ORDO:432|ORDO:478|ORDO:631|ORDO:90695|ORDO:95494|SNOMEDCT_US_2025_09_01:15045007|SNOMEDCT_US_2025_09_01:154700009|SNOMEDCT_US_2025_09_01:190559001|SNOMEDCT_US_2025_09_01:270485009|SNOMEDCT_US_2025_09_01:74728003|http://id.who.int/icd/entity/936501166
disease,MONDO:0000088,precocious puberty,biolink:Disease,expanded,preexisting,GARD:4475,Gonadotropin-independent familial sexual precocity,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000088|DOID:0111545|DOID:0112308|orphanet:95708|UMLS:C0034013|UMLS:C0342543|UMLS:C0342549|UMLS:C1504412|MESH:C536961|MESH:D011629|MEDDRA:10000359|MEDDRA:10000360|MEDDRA:10014054|MEDDRA:10026944|MEDDRA:10036520|MEDDRA:10037282|MEDDRA:10044701|MEDDRA:10058084|MEDDRA:10063654|MEDDRA:10063656|MEDDRA:10073186|MEDDRA:10075911|NCIT:C113217|NCIT:C79704|SNOMEDCT:123527003|SNOMEDCT:400179000|SNOMEDCT:725295005|MEDGEN:18752|ICD10:E22.8|HP:0000826|GARD:4475|ICD10CM:E30.1|MIM:176410|ORDO:3000|ORDO:759|SNOMEDCT_US_2025_09_01:237816004|SNOMEDCT_US_2025_09_01:237818003
disease,MONDO:0000127,geleophysic dysplasia,biolink:Disease,expanded,preexisting,GARD:2449,Geleophysic dysplasia,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000127|DOID:0111724|OMIM.PS:231050|orphanet:2623|UMLS:C3489726|MEDDRA:10063361|SNOMEDCT:28557005|MEDGEN:483679|GARD:2449|MIM:PS231050|ORDO:2623|SNOMEDCT_US_2025_09_01:28557005|http://id.who.int/icd/entity/518828851
disease,MONDO:0000171,"muscular dystrophy-dystroglycanopathy, type A",biolink:Disease,expanded,preexisting,GARD:2599,Walker-Warburg congenital muscular dystrophy,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000171|DOID:0050560|OMIM.PS:236670|orphanet:899|UMLS:C0265221|MESH:D058494|NCIT:C99109|SNOMEDCT:111504002|MEDGEN:75553|GARD:2599
disease,MONDO:0000193,cortisone reductase deficiency,biolink:Disease,expanded,preexisting,GARD:9882,Cortisone reductase deficiency,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000193|DOID:0090139|OMIM.PS:604931|orphanet:168588|UMLS:C1291245|MESH:C536447|SNOMEDCT:124138004|MEDGEN:266223|GARD:9882|MIM:PS604931
disease,MONDO:0000225,human monocytic ehrlichiosis,biolink:Disease,expanded,preexisting,GARD:72,Human monocytic ehrlichiosis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000225|DOID:0050026|UMLS:C1282983|UMLS:C3844799|MEDDRA:10070478|SNOMEDCT:359747000|MEDGEN:1826179|GARD:72
disease,MONDO:0000241,Keshan disease,biolink:Disease,expanded,preexisting,GARD:8761,Keshan disease,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000241|DOID:0050083|UMLS:C0268095|MESH:C536166|MEDDRA:10092338|SNOMEDCT:46939000|MEDGEN:78639|GARD:8761|http://id.who.int/icd/entity/1307765114
disease,MONDO:0000290,primary amebic meningoencephalitis,biolink:Disease,expanded,preexisting,GARD:9554,Primary amebic meningoencephalitis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000290|DOID:0050242|UMLS:C0300934|UMLS:C4303098|MESH:C535275|SNOMEDCT:721816008|MEDGEN:81253|GARD:9554|ICD10CM:B60.2
disease,MONDO:0000291,granulomatous amebic encephalitis,biolink:Disease,expanded,preexisting,GARD:12651,Granulomatous amebic encephalitis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000291|DOID:0050246|UMLS:C0338428|SNOMEDCT:230187000|MEDGEN:572559|GARD:12651
disease,MONDO:0000327,Buruli ulcer disease,biolink:Disease,expanded,preexisting,GARD:9520,Buruli ulcer,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000327|DOID:0050456|UMLS:C0085568|MESH:D054312|MEDDRA:10066289|MEDDRA:10066290|NCIT:C84604|SNOMEDCT:15845006|MEDGEN:43206|ICD10:A31.1|GARD:9520|SNOMEDCT_US_2025_09_01:186343005|http://id.who.int/icd/entity/1974989140
disease,MONDO:0000332,sennetsu fever,biolink:Disease,expanded,preexisting,GARD:120,Sennetsu fever,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000332|DOID:0050485|UMLS:C0520779|MESH:C537582|SNOMEDCT:21013006|MEDGEN:105459|GARD:120
disease,MONDO:0000355,Ullrich congenital muscular dystrophy,biolink:Disease,expanded,preexisting,GARD:4769,Ullrich congenital muscular dystrophy,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000355|DOID:0050558|OMIM.PS:254090|orphanet:75840|UMLS:C4551860|MESH:C537521|NCIT:C123438|SNOMEDCT:240062007|MEDGEN:1642667|GARD:4769|ORDO:75840|http://id.who.int/icd/entity/1011547453
disease,MONDO:0000359,spondylocostal dysostosis,biolink:Disease,expanded,preexisting,GARD:12174,Spondylocostal dysostosis,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000359|DOID:0050568|OMIM.PS:277300|UMLS:C0265343|MESH:C537565|MEDDRA:10088002|MEDDRA:10088003|MEDDRA:10091648|NCIT:C125598|MEDGEN:82707|GARD:12174|MIM:PS277300|ORDO:1797|ORDO:2311
disease,MONDO:0000397,ataxic cerebral palsy,biolink:Disease,expanded,preexisting,GARD:10451,"Cerebral palsy, ataxic, autosomal recessive",biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000397|DOID:0050670|UMLS:C0394005|MESH:C562856|MEDDRA:10086399|NCIT:C97168|SNOMEDCT:278512001|MEDGEN:95998|GARD:10451|ICD10CM:G80.4|MIM:605388|http://id.who.int/icd/entity/1134558601
disease,MONDO:0000405,anal canal cancer,biolink:Disease,expanded,preexisting,GARD:9300,Anus cancer,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000405|DOID:0050688|DOID:14110|UMLS:C0153445|UMLS:C0153446|MEDDRA:10002124|MEDDRA:10002125|MEDDRA:10002126|MEDDRA:10025698|MEDDRA:10025719|NCIT:C194082|NCIT:C7379|SNOMEDCT:363352004|SNOMEDCT:363490009|MEDGEN:509296|ICD10:C21.0|ICD10:C21.1|ICD9:154.2|ICD9:154.3|GARD:9300|ICD10CM:C21.1|SNOMEDCT_US_2025_09_01:93669004|SNOMEDCT_US_2025_09_01:93676009|http://id.who.int/icd/entity/655574575
disease,MONDO:0000430,mature T-cell and NK-cell non-Hodgkin lymphoma,biolink:Disease,expanded,preexisting,GARD:7368,Mature T-cell and NK-cell non-Hodgkin lymphoma,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000430|DOID:0050743|DOID:0050749|UMLS:C5551485|MESH:D016411|NCIT:C3468|SNOMEDCT:109977009|MEDGEN:1790498|GARD:7368|ICD10CM:C84.4
disease,MONDO:0000437,cerebellar ataxia,biolink:Disease,expanded,preexisting,GARD:9970,Spinocerebellar ataxia type 4,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000437|DOID:0050753|DOID:0050957|DOID:1441|orphanet:102002|UMLS:C0007758|UMLS:C0087012|UMLS:C0752122|MESH:D002524|MESH:D020754|MEDDRA:10003592|MEDDRA:10008025|MEDDRA:10057660|NCIT:C82341|SNOMEDCT:85102008|MEDGEN:849|HP:0001251|GARD:9970|MIM:600223|MIM:PS164400|ORDO:94|ORDO:98765|SNOMEDCT_US_2025_09_01:129609000|SNOMEDCT_US_2025_09_01:715755008
disease,MONDO:0000447,autosomal dominant polycystic liver disease,biolink:Disease,expanded,preexisting,GARD:9457,Autosomal dominant polycystic liver disease,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000447|DOID:0050770|OMIM.PS:174050|orphanet:2924|UMLS:C0158683|MESH:C536330|MEDDRA:10048834|NCIT:C82833|SNOMEDCT:72925005|MEDGEN:56388|HP:0006557|GARD:9457|ICD10CM:Q44.6|http://id.who.int/icd/entity/1361740083|http://id.who.int/icd/entity/423904268
disease,MONDO:0000455,cone dystrophy,biolink:Disease,expanded,preexisting,GARD:11897,Cone dystrophy,biolink:Disease,false,true,prefix GARD not in id_prefixes for biolink:Disease — register in the Biolink Model before Babel can emit this identifier,MONDO:0000455|DOID:0050795|orphanet:1871|UMLS:C0730290|UMLS:C3665342|MESH:D000077765|MEDDRA:10083940|SNOMEDCT:312917007|MEDGEN:676499|HP:0008020|GARD:11897
