compendium,before_leader,before_leader_label,before_leader_type,before_size,destination,destination_label,destination_kind,destination_compendium,destination_type,after_size,member_count,example_members
Disease.txt,MONDO:0002145,disorder of sexual differentiation,biolink:Disease,10,MONDO:0002145,disorder of sexual differentiation,kept,Disease.txt,biolink:Disease,9,9,"DOID:1923 ""disorder of sexual development""; MESH:D012734 ""Disorders of Sex Development""; MONDO:0002145 ""disorder of sexual differentiation""; NCIT:C103186 ""Sexual Differentiation Disorder""; SNOMEDCT:39179006 """""
Disease.txt,MONDO:0002158,fallopian tube cancer,biolink:Disease,12,(dropped),,dropped,,,0,1,"MEDDRA:10025915 """""
Disease.txt,MONDO:0002158,fallopian tube cancer,biolink:Disease,12,MONDO:0002158,fallopian tube cancer,kept,Disease.txt,biolink:Disease,11,11,"DOID:1964 ""fallopian tube cancer""; ICD10:C57.0 """"; ICD9:183.2 """"; MEDDRA:10016181 """"; MEDDRA:10025913 """""
Disease.txt,MONDO:0002412,disorder of glycogen metabolism,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10061990 """""
Disease.txt,MONDO:0002412,disorder of glycogen metabolism,biolink:Disease,15,MONDO:0002412,disorder of glycogen metabolism,kept,Disease.txt,biolink:Disease,14,14,"DOID:0050728 ""glycogen metabolism disorder""; DOID:2747 ""glycogen storage disease""; ICD9:271.0 """"; MEDDRA:10018463 """"; MEDDRA:10018465 """""
Disease.txt,MONDO:0002413,glycogen storage disease I,biolink:Disease,14,(dropped),,dropped,,,0,1,"MEDDRA:10018464 """""
Disease.txt,MONDO:0002413,glycogen storage disease I,biolink:Disease,14,MONDO:0002413,glycogen storage disease I,kept,Disease.txt,biolink:Disease,13,13,"DOID:0081329 ""glycogen storage disease I""; ICD10:E74.01 """"; MEDDRA:10045239 """"; MEDDRA:10047711 """"; MEDDRA:10057085 """""
Disease.txt,MONDO:0002441,Jervell and Lange-Nielsen syndrome,biolink:Disease,10,(dropped),,dropped,,,0,1,"MEDDRA:10057936 """""
Disease.txt,MONDO:0002441,Jervell and Lange-Nielsen syndrome,biolink:Disease,10,MONDO:0002441,Jervell and Lange-Nielsen syndrome,kept,Disease.txt,biolink:Disease,9,9,"DOID:2842 ""Jervell-Lange Nielsen syndrome""; MESH:D029593 ""Jervell-Lange Nielsen Syndrome""; MONDO:0002441 ""Jervell and Lange-Nielsen syndrome""; NCIT:C84793 ""Jervell and Lange Nielsen Syndrome""; OMIM.PS:220400 """""
Disease.txt,MONDO:0002457,Treacher-Collins syndrome,biolink:Disease,14,(dropped),,dropped,,,0,1,"MEDDRA:10051456 """""
Disease.txt,MONDO:0002457,Treacher-Collins syndrome,biolink:Disease,14,MONDO:0002457,Treacher-Collins syndrome,kept,Disease.txt,biolink:Disease,13,13,"DOID:2908 ""Treacher Collins syndrome""; HP:0005321 ""Mandibulofacial dysostosis""; ICD10:Q75.4 """"; MEDDRA:10044554 """"; MEDDRA:10051464 """""
Disease.txt,MONDO:0002474,primary hyperoxaluria,biolink:Disease,17,MONDO:0002474,primary hyperoxaluria,kept,Disease.txt,biolink:Disease,12,12,"DOID:2977 ""primary hyperoxaluria""; ICD10:E72.53 """"; ICD10:R82.992 """"; MEDDRA:10084111 """"; MESH:D006960 ""Hyperoxaluria, Primary"""
Disease.txt,MONDO:0002474,primary hyperoxaluria,biolink:Disease,17,HP:0003159,Hyperoxaluria,moved,PhenotypicFeature.txt,biolink:PhenotypicFeature,5,5,"HP:0003159 ""Hyperoxaluria""; MEDDRA:10020703 """"; MESH:D006959 ""Hyperoxaluria""; SNOMEDCT:367621000119107 """"; UMLS:C0020500 ""Hyperoxaluria"""
Disease.txt,MONDO:0002525,inherited lipid metabolism disorder,biolink:Disease,17,(dropped),,dropped,,,0,1,"MEDDRA:10061227 """""
Disease.txt,MONDO:0002525,inherited lipid metabolism disorder,biolink:Disease,17,MONDO:0002525,inherited lipid metabolism disorder,kept,Disease.txt,biolink:Disease,16,16,"DOID:3146 ""lipid metabolism disorder""; MEDDRA:10013317 """"; MEDDRA:10024582 """"; MEDDRA:10045807 """"; MEDDRA:10059674 """""
Disease.txt,MONDO:0002546,schwannoma,biolink:Disease,16,(dropped),,dropped,,,0,1,"MEDDRA:10029234 """""
Disease.txt,MONDO:0002546,schwannoma,biolink:Disease,16,MONDO:0002546,schwannoma,kept,Disease.txt,biolink:Disease,15,15,"DOID:3192 ""neurilemmoma""; DOID:955 """"; EFO:0000693 ""obsolete_schwannoma""; HP:0100008 ""Schwannoma""; MEDDRA:10029237 """""
Disease.txt,MONDO:0002571,primary central nervous system lymphoma,biolink:Disease,12,(dropped),,dropped,,,0,1,"MEDDRA:10036685 """""
Disease.txt,MONDO:0002571,primary central nervous system lymphoma,biolink:Disease,12,MONDO:0002571,primary central nervous system lymphoma,kept,Disease.txt,biolink:Disease,11,11,"DOID:3234 ""central nervous system lymphoma""; EFO:1000157 ""obsolete_Central Nervous System Lymphoma""; HP:0030069 ""Primary central nervous system lymphoma""; ICD10:C83.390 """"; ICD9:200.5 """""
Disease.txt,MONDO:0002629,bone osteosarcoma,biolink:Disease,18,(dropped),,dropped,,,0,1,"MEDDRA:10031291 """""
Disease.txt,MONDO:0002629,bone osteosarcoma,biolink:Disease,18,MONDO:0002629,bone osteosarcoma,kept,Disease.txt,biolink:Disease,17,17,"DOID:3376 ""bone osteosarcoma""; HP:0002669 ""Osteosarcoma""; MEDDRA:10031244 """"; MEDDRA:10031295 """"; MEDDRA:10039496 """""
Disease.txt,MONDO:0002752,ovarian adenocarcinoma,biolink:Disease,9,(dropped),,dropped,,,0,1,"MEDDRA:10051938 """""
Disease.txt,MONDO:0002752,ovarian adenocarcinoma,biolink:Disease,9,MONDO:0002752,ovarian adenocarcinoma,kept,Disease.txt,biolink:Disease,8,8,"DOID:3713 ""ovary adenocarcinoma""; EFO:0006460 ""obsolete_ovarian adenocarcinoma""; MONDO:0002752 ""ovarian adenocarcinoma""; NCIT:C7700 ""Ovarian Adenocarcinoma""; SNOMEDCT:1371416004 """""
Disease.txt,MONDO:0003268,mixed glioma,biolink:Disease,8,MONDO:0003268,mixed glioma,kept,Disease.txt,biolink:Disease,12,8,"DOID:5076 ""mixed glioma""; MEDDRA:10074669 """"; MONDO:0003268 ""mixed glioma""; NCIT:C3903 ""Mixed Glioma""; SNOMEDCT:22217002 """""
Disease.txt,MONDO:0004241,Osgood-Schlatter disease,biolink:Disease,13,(dropped),,dropped,,,0,1,"MEDDRA:10031130 """""
Disease.txt,MONDO:0004241,Osgood-Schlatter disease,biolink:Disease,13,MONDO:0004241,Osgood-Schlatter disease,kept,Disease.txt,biolink:Disease,12,12,"DOID:7489 ""Osgood-Schlatter's disease""; HP:0010890 ""Morbus Osgood-Schlatter""; ICD10:M92.52 """"; MEDDRA:10031238 """"; MONDO:0004241 ""Osgood-Schlatter disease"""
Disease.txt,MONDO:0004604,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance",biolink:Disease,12,(dropped),,dropped,,,0,1,"MEDDRA:10020231 """""
Disease.txt,MONDO:0004604,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance",biolink:Disease,12,MONDO:0004604,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance",kept,Disease.txt,biolink:Disease,11,11,"DOID:8543 ""Hodgkin's lymphoma, lymphocytic-histiocytic predominance""; ICD10:C81.4 """"; ICD9:201.4 """"; MEDDRA:10020281 """"; MONDO:0004604 ""Hodgkin's lymphoma, lymphocytic-histiocytic predominance"""
Disease.txt,MONDO:0004653,"atypical chronic myeloid leukemia, BCR-ABL1 negative",biolink:Disease,19,(dropped),,dropped,,,0,1,"MEDDRA:10054651 """""
Disease.txt,MONDO:0004653,"atypical chronic myeloid leukemia, BCR-ABL1 negative",biolink:Disease,19,MONDO:0004653,"atypical chronic myeloid leukemia, BCR-ABL1 negative",kept,Disease.txt,biolink:Disease,18,18,"DOID:0060597 ""atypical chronic myeloid leukemia, BCR-ABL1 negative""; ICD10:C92.2 """"; ICD9:205.2 """"; MEDDRA:10028554 """"; MEDDRA:10028559 """""
Disease.txt,MONDO:0004684,plantar fibromatosis,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10035154 """""
Disease.txt,MONDO:0004684,plantar fibromatosis,biolink:Disease,15,MONDO:0004684,plantar fibromatosis,kept,Disease.txt,biolink:Disease,14,14,"DOID:8936 ""plantar fascial fibromatosis""; EFO:1000481 ""obsolete_Plantar Fibromatosis""; ICD10:M72.2 """"; ICD9:728.71 """"; MEDDRA:10071740 """""
Disease.txt,MONDO:0004933,hypoplastic left heart syndrome,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10021076 """""
Disease.txt,MONDO:0004933,hypoplastic left heart syndrome,biolink:Disease,15,MONDO:0004933,hypoplastic left heart syndrome,kept,Disease.txt,biolink:Disease,14,14,"DOID:9955 ""hypoplastic left heart syndrome""; HP:0004383 ""Hypoplastic left ventricle""; ICD10:Q23.4 """"; ICD9:746.7 """"; MESH:D018636 ""Hypoplastic Left Heart Syndrome"""
Disease.txt,MONDO:0004948,B-cell chronic lymphocytic leukemia,biolink:Disease,30,(dropped),,dropped,,,0,1,"MEDDRA:10008958 """""
Disease.txt,MONDO:0004948,B-cell chronic lymphocytic leukemia,biolink:Disease,30,MONDO:0004948,B-cell chronic lymphocytic leukemia,kept,Disease.txt,biolink:Disease,29,29,"DOID:1040 ""chronic lymphocytic leukemia""; EFO:0000095 ""obsolete_chronic lymphocytic leukemia""; HP:0005550 ""Chronic lymphatic leukemia""; ICD10:C91.10 """"; ICD9:204.1 """""
Disease.txt,MONDO:0004976,amyotrophic lateral sclerosis,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10002026 """""
Disease.txt,MONDO:0004976,amyotrophic lateral sclerosis,biolink:Disease,15,MONDO:0004976,amyotrophic lateral sclerosis,kept,Disease.txt,biolink:Disease,14,14,"DOID:332 ""amyotrophic lateral sclerosis""; HP:0007354 ""Amyotrophic lateral sclerosis""; ICD10:G12.21 """"; ICD9:335.20 """"; KEGG.DISEASE:05014 """""
Disease.txt,MONDO:0004977,angioimmunoblastic T-cell lymphoma,biolink:Disease,18,(dropped),,dropped,,,0,1,"MEDDRA:10002449 """""
Disease.txt,MONDO:0004977,angioimmunoblastic T-cell lymphoma,biolink:Disease,18,MONDO:0004977,angioimmunoblastic T-cell lymphoma,kept,Disease.txt,biolink:Disease,17,17,"DOID:0111147 ""angioimmunoblastic T-cell lymphoma""; EFO:0000255 ""obsolete_angioimmunoblastic T-cell lymphoma""; ICD10:C86.5 """"; MEDDRA:10002450 """"; MEDDRA:10002451 """""
Disease.txt,MONDO:0004994,cardiomyopathy,biolink:Disease,21,(dropped),,dropped,,,0,1,"MEDDRA:10007636 """""
Disease.txt,MONDO:0004994,cardiomyopathy,biolink:Disease,21,MONDO:0004994,cardiomyopathy,kept,Disease.txt,biolink:Disease,20,20,"DOID:0050700 ""cardiomyopathy""; EFO:0000318 ""obsolete_cardiomyopathy""; HP:0001638 ""Cardiomyopathy""; ICD10:I42 """"; ICD9:425 """""
Disease.txt,MONDO:0005021,dilated cardiomyopathy,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10056370 """""
Disease.txt,MONDO:0005021,dilated cardiomyopathy,biolink:Disease,15,MONDO:0005021,dilated cardiomyopathy,kept,Disease.txt,biolink:Disease,14,14,"DOID:12930 ""dilated cardiomyopathy""; EFO:0000407 ""obsolete_dilated cardiomyopathy""; HP:0001644 ""Dilated cardiomyopathy""; KEGG.DISEASE:05414 """"; MEDDRA:10010681 """""
Disease.txt,MONDO:0005029,essential thrombocythemia,biolink:Disease,18,(dropped),,dropped,,,0,1,"MEDDRA:10015493 """""
Disease.txt,MONDO:0005029,essential thrombocythemia,biolink:Disease,18,MONDO:0005029,essential thrombocythemia,kept,Disease.txt,biolink:Disease,17,17,"DOID:2224 ""essential thrombocythemia""; EFO:0000479 ""obsolete_essential thrombocythemia""; ICD10:D47.3 """"; ICD9:238.71 """"; MEDDRA:10015494 """""
Disease.txt,MONDO:0005033,ganglioneuroma,biolink:Disease,14,(dropped),,dropped,,,0,1,"MEDDRA:10017709 """""
Disease.txt,MONDO:0005033,ganglioneuroma,biolink:Disease,14,MONDO:0005033,ganglioneuroma,kept,Disease.txt,biolink:Disease,13,13,"DOID:4817 ""ganglioneuroma""; EFO:0000500 ""obsolete_ganglioneuroma""; HP:0003005 ""Ganglioneuroma""; MONDO:0005033 ""ganglioneuroma""; NCIT:C3049 ""Ganglioneuroma"""
Disease.txt,MONDO:0005035,ganglioneuroblastoma,biolink:Disease,12,(dropped),,dropped,,,0,1,"MEDDRA:10017708 """""
Disease.txt,MONDO:0005035,ganglioneuroblastoma,biolink:Disease,12,MONDO:0005035,ganglioneuroblastoma,kept,Disease.txt,biolink:Disease,11,11,"DOID:4163 ""ganglioneuroblastoma""; EFO:0000502 ""obsolete_ganglioneuroblastoma""; HP:0006747 ""Ganglioneuroblastoma""; MESH:D018305 ""Ganglioneuroblastoma""; MONDO:0005035 ""ganglioneuroblastoma"""
Disease.txt,MONDO:0005045,hypertrophic cardiomyopathy,biolink:Disease,19,(dropped),,dropped,,,0,1,"MEDDRA:10020871 """""
Disease.txt,MONDO:0005045,hypertrophic cardiomyopathy,biolink:Disease,19,MONDO:0005045,hypertrophic cardiomyopathy,kept,Disease.txt,biolink:Disease,18,18,"DOID:11984 ""hypertrophic cardiomyopathy""; EFO:0000538 ""obsolete_hypertrophic cardiomyopathy""; HP:0001639 ""Hypertrophic cardiomyopathy""; ICD9:425.1 """"; KEGG.DISEASE:05410 """""
Disease.txt,MONDO:0005055,Kaposi's sarcoma,biolink:Disease,79,(dropped),,dropped,,,0,1,"MEDDRA:10023284 """""
Disease.txt,MONDO:0005055,Kaposi's sarcoma,biolink:Disease,79,MONDO:0005055,Kaposi's sarcoma,kept,Disease.txt,biolink:Disease,78,78,"DOID:8632 ""Kaposi's sarcoma""; EFO:0000558 ""obsolete_Kaposi's sarcoma""; HP:0100726 ""Kaposi's sarcoma""; ICD10:C46 """"; ICD10:C46.0 """""
Disease.txt,MONDO:0005058,leiomyosarcoma,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10024189 """""
Disease.txt,MONDO:0005058,leiomyosarcoma,biolink:Disease,15,MONDO:0005058,leiomyosarcoma,kept,Disease.txt,biolink:Disease,14,14,"DOID:1967 ""leiomyosarcoma""; EFO:0000564 ""obsolete_leiomyosarcoma""; HP:0100243 ""Leiomyosarcoma""; MEDDRA:10024190 """"; MEDDRA:10024193 """""
Disease.txt,MONDO:0005060,liposarcoma,biolink:Disease,15,(dropped),,dropped,,,0,1,"MEDDRA:10024627 """""
Disease.txt,MONDO:0005060,liposarcoma,biolink:Disease,15,MONDO:0005060,liposarcoma,kept,Disease.txt,biolink:Disease,14,14,"DOID:3382 ""liposarcoma""; EFO:0000569 ""obsolete_liposarcoma""; HP:0012034 ""Liposarcoma""; MEDDRA:10024628 """"; MEDDRA:10024631 """""
Disease.txt,MONDO:0005062,lymphoma,biolink:Disease,22,(dropped),,dropped,,,0,1,"MEDDRA:10025310 """""
Disease.txt,MONDO:0005062,lymphoma,biolink:Disease,22,MONDO:0005062,lymphoma,kept,Disease.txt,biolink:Disease,21,21,"DOID:0060058 ""lymphoma""; EFO:0000574 ""obsolete_lymphoma""; HP:0002665 ""Lymphoma""; ICD10:C85.9 """"; MEDDRA:10025315 """""
Disease.txt,MONDO:0005072,neuroblastoma,biolink:Disease,14,(dropped),,dropped,,,0,1,"MEDDRA:10029260 """""
